CustomerID,ProdTaken,Age,Company Invited,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,insurance,TypeofContact
200543,0,,Company Invited,1,30,Small Business,Male,2,5,Basic,3,Single,3,0,3,0,1,Executive,18708,0,Company Invited
200544,0,47,Company Invited,3,9,Small Business,Female,2,3,Super Deluxe,3,Married,1,1,5,1,1,AVP,28770,1,Company Invited
200545,0,30,Self Enquiry,3,33,Small Business,Male,2,3,Deluxe,3,Married,1,0,3,1,0,Manager,20304,0,Self Enquiry
200546,0,29,Self Enquiry,3,16,Salaried,Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,17642,0,Self Enquiry
200547,1,42,Company Invited,1,25,Small Business,Male,2,2,Basic,3,Married,7,1,3,1,1,Executive,17759,1,Company Invited
200548,0,43,Company Invited,3,21,Salaried,Male,2,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,21804,0,Company Invited
200549,0,34,Self Enquiry,1,14,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,1,1,Manager,21142,0,Self Enquiry
200550,0,23,Self Enquiry,1,15,Small Business,Male,2,3,Basic,5,Divorced,2,0,3,0,1,Executive,17500,0,Self Enquiry
200551,0,39,Self Enquiry,2,9,Salaried,Female,2,2,Deluxe,4,Divorced,1,0,2,1,0,Manager,21389,0,Self Enquiry
200552,0,56,Self Enquiry,1,15,Small Business,Male,2,3,Super Deluxe,3,Divorced,1,0,4,0,0,AVP,26103,1,Self Enquiry
200553,0,40,Self Enquiry,1,8,Small Business,Female,2,4,Basic,3,Single,1,1,3,1,1,Executive,17342,0,Self Enquiry
200554,0,27,Self Enquiry,1,13,Small Business,Female,2,4,Deluxe,5,Unmarried,1,0,3,1,0,Manager,21811,0,Self Enquiry
200555,0,29,Self Enquiry,3,16,Small Business,Male,2,3,Basic,4,Married,2,0,2,0,1,Executive,17297,0,Self Enquiry
200556,0,53,Self Enquiry,1,12,Salaried,Male,2,3,Deluxe,3,Single,3,0,5,1,0,Manager,17450,0,Self Enquiry
200557,0,35,Company Invited,1,8,Salaried,Female,3,3,Deluxe,5,Married,3,0,4,0,0,Manager,20093,0,Company Invited
200558,0,32,Company Invited,1,30,Salaried,Male,3,3,Deluxe,3,Divorced,2,0,4,1,0,Manager,20309,0,Company Invited
200559,0,38,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Divorced,7,1,4,0,0,Executive,18057,0,Self Enquiry
200560,0,34,Self Enquiry,1,14,Salaried,Female,2,3,Deluxe,5,Married,4,0,5,1,0,Manager,20121,0,Self Enquiry
200561,0,52,Self Enquiry,3,9,Small Business,Male,2,4,Super Deluxe,5,Divorced,2,0,5,1,0,AVP,31856,1,Self Enquiry
200562,1,33,Self Enquiry,1,6,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,0,Executive,17686,1,Self Enquiry
200563,0,25,Self Enquiry,3,32,Small Business,Female,2,3,Deluxe,3,Single,2,0,4,0,0,Manager,21180,0,Self Enquiry
200564,0,45,Self Enquiry,3,8,Large Business,Male,2,5,Deluxe,3,Unmarried,1,0,5,0,0,Manager,21632,0,Self Enquiry
200565,0,,Self Enquiry,1,16,Small Business,Male,3,2,Basic,3,Single,2,0,2,1,1,Executive,18505,0,Self Enquiry
200566,1,47,Company Invited,3,33,Salaried,Female,3,1,Deluxe,3,Unmarried,5,1,4,1,2,Manager,21397,1,Company Invited
200567,0,34,Self Enquiry,3,8,Salaried,Male,2,3,Deluxe,3,Single,2,0,5,0,0,Manager,21274,0,Self Enquiry
200568,1,55,Self Enquiry,1,8,Small Business,Male,3,3,King,5,Divorced,6,1,2,1,,VP,34859,1,Self Enquiry
200569,0,36,Company Invited,3,14,Salaried,Male,3,4,Standard,5,Unmarried,2,0,2,0,2,Senior Manager,22587,1,Company Invited
200570,0,52,Company Invited,1,,Small Business,Male,2,3,Basic,3,Divorced,1,0,3,1,0,Executive,,0,Company Invited
200571,0,26,,1,,Salaried,Female,3,5,Basic,3,Married,4,0,4,1,2,Executive,,0,
200572,0,29,,1,,Small Business,Female,3,3,Deluxe,3,Divorced,5,0,2,1,0,Manager,,0,
200573,1,26,Self Enquiry,3,14,Large Business,Male,2,4,Deluxe,5,Single,7,0,3,1,1,Manager,20326,1,Self Enquiry
200574,0,34,Self Enquiry,1,6,Salaried,Female,3,1,Basic,3,Single,3,0,2,0,0,Executive,18280,0,Self Enquiry
200575,0,54,Self Enquiry,1,25,Small Business,Female,3,3,Deluxe,5,Married,1,1,3,0,0,Manager,20485,0,Self Enquiry
200576,0,27,,3,,Small Business,Male,2,3,Deluxe,3,Divorced,1,0,3,0,1,Manager,,0,
200577,0,37,Self Enquiry,1,16,Salaried,Female,2,3,Basic,5,Married,1,1,3,1,1,Executive,17782,0,Self Enquiry
200578,0,38,Company Invited,1,8,Salaried,Female,3,1,Deluxe,5,Single,7,1,2,1,2,Manager,20980,0,Company Invited
200579,0,34,,1,,Small Business,Female,2,4,Basic,5,Single,2,0,2,1,1,Executive,,0,
200580,0,35,Self Enquiry,3,14,Salaried,Female,3,3,Basic,3,Divorced,2,0,3,0,0,Executive,17572,0,Self Enquiry
200581,0,,Self Enquiry,1,6,Salaried,Male,2,5,Basic,3,Divorced,4,0,4,1,0,Executive,,0,Self Enquiry
200582,0,40,Company Invited,1,,Small Business,Female,2,1,Deluxe,4,Divorced,2,0,3,0,1,Manager,,0,Company Invited
200583,0,34,Self Enquiry,3,14,Salaried,Female,3,3,Deluxe,5,Divorced,6,0,2,1,0,Manager,21500,0,Self Enquiry
200584,0,42,Company Invited,1,14,Salaried,Male,3,3,King,3,Married,2,0,5,0,1,VP,33430,1,Company Invited
200585,1,23,Self Enquiry,1,12,Salaried,Male,3,1,Basic,5,Divorced,2,1,3,1,2,Executive,16601,1,Self Enquiry
200586,0,24,Company Invited,1,15,Salaried,Male,2,4,Basic,4,Married,2,0,5,1,0,Executive,17694,0,Company Invited
200587,0,52,Self Enquiry,1,17,Salaried,Female,2,3,Deluxe,3,Divorced,1,0,2,1,1,Manager,18149,0,Self Enquiry
200588,0,50,Self Enquiry,1,8,Small Business,Male,3,3,Super Deluxe,3,Divorced,6,0,2,0,1,AVP,32639,1,Self Enquiry
200589,1,29,Self Enquiry,1,6,Salaried,Female,2,4,Basic,5,Divorced,2,1,2,0,0,Executive,17319,1,Self Enquiry
200590,0,33,Self Enquiry,1,13,Small Business,Male,2,3,Standard,3,Divorced,1,0,4,0,0,Senior Manager,26691,1,Self Enquiry
200591,1,33,Self Enquiry,3,22,Small Business,Female,3,3,Deluxe,5,Single,6,0,3,1,0,Manager,20324,1,Self Enquiry
200592,0,47,Self Enquiry,1,8,Salaried,Female,2,3,Super Deluxe,3,Divorced,2,1,4,1,0,AVP,31752,1,Self Enquiry
200593,0,36,Self Enquiry,1,6,Salaried,Female,2,3,Deluxe,4,Divorced,1,0,5,0,0,Manager,20228,0,Self Enquiry
200594,0,29,Self Enquiry,1,29,Salaried,Male,2,1,Basic,3,Divorced,2,0,2,1,1,Executive,17700,0,Self Enquiry
200595,1,58,Self Enquiry,1,8,Salaried,Male,2,3,King,4,Single,1,1,3,1,1,VP,34246,1,Self Enquiry
200596,0,35,Self Enquiry,1,6,Salaried,Female,2,1,Basic,3,Single,4,0,3,0,0,Executive,17506,0,Self Enquiry
200597,0,42,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Divorced,1,1,3,0,1,Manager,21062,0,Self Enquiry
200598,1,28,,1,,Small Business,Male,2,3,Basic,3,Single,7,0,3,0,0,Executive,,1,
200599,0,36,Self Enquiry,2,19,Salaried,Male,2,3,Basic,4,Divorced,5,0,3,1,0,Executive,17143,0,Self Enquiry
200600,0,32,Self Enquiry,1,10,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,4,1,0,Manager,21162,0,Self Enquiry
200601,0,40,Company Invited,1,22,Small Business,Male,2,4,Deluxe,3,Single,7,0,5,1,1,Manager,20094,0,Company Invited
200602,0,30,Self Enquiry,1,8,Small Business,Female,2,4,Deluxe,3,Unmarried,6,1,2,1,1,Manager,21877,0,Self Enquiry
200603,0,45,Self Enquiry,1,8,Salaried,Female,3,4,Basic,3,Single,2,0,3,1,1,Executive,17274,0,Self Enquiry
200604,0,42,Self Enquiry,1,,Salaried,Male,3,3,Deluxe,4,Divorced,2,0,3,1,1,Manager,,0,Self Enquiry
200605,0,38,Company Invited,1,18,Salaried,Male,2,4,Deluxe,5,Married,3,0,5,1,0,Manager,21288,0,Company Invited
200606,0,34,Company Invited,1,22,Salaried,Female,3,4,Basic,3,Single,2,0,5,1,1,Executive,17553,0,Company Invited
200607,1,49,Self Enquiry,3,17,Small Business,Female,2,3,Standard,3,Divorced,2,0,4,0,1,Senior Manager,22654,1,Self Enquiry
200608,1,55,Self Enquiry,3,8,Small Business,Male,2,3,Deluxe,3,Single,5,0,2,0,1,Manager,20160,1,Self Enquiry
200609,0,43,Self Enquiry,1,20,Salaried,Male,3,3,Super Deluxe,5,Divorced,7,0,5,1,0,AVP,32159,1,Self Enquiry
200610,0,27,Self Enquiry,1,11,Large Business,Male,2,4,Standard,3,Married,2,1,3,0,0,Senior Manager,27808,1,Self Enquiry
200611,0,35,Self Enquiry,1,13,Salaried,Male,2,3,Standard,3,Unmarried,4,0,3,0,0,Senior Manager,25221,1,Self Enquiry
200612,0,28,Self Enquiry,3,,Small Business,Female,2,3,Deluxe,4,Divorced,2,1,3,1,0,Manager,19779,0,Self Enquiry
200613,0,,Self Enquiry,2,9,Salaried,Male,2,3,Basic,3,Divorced,1,0,2,1,1,Executive,,0,Self Enquiry
200614,1,26,Company Invited,1,11,Small Business,Female,2,4,Basic,3,Divorced,2,1,2,0,1,Executive,17366,1,Company Invited
200615,0,27,Company Invited,1,9,Small Business,Male,2,3,Basic,3,Divorced,2,0,2,1,0,Executive,16706,0,Company Invited
200616,0,51,Self Enquiry,3,32,Small Business,Female,3,3,Super Deluxe,3,Divorced,3,0,3,0,1,AVP,31307,1,Self Enquiry
200617,0,44,Self Enquiry,1,10,Small Business,Male,2,3,Deluxe,4,Single,1,0,2,1,0,Manager,20933,0,Self Enquiry
200618,0,,Self Enquiry,1,8,Small Business,Male,3,1,Basic,5,Single,1,0,2,1,2,Executive,18424,0,Self Enquiry
200619,0,,Self Enquiry,3,6,Small Business,Male,2,1,Deluxe,5,Married,2,0,4,0,0,Manager,,0,Self Enquiry
200620,0,35,Self Enquiry,1,33,Small Business,Female,2,4,Basic,5,Single,2,0,4,1,1,Executive,17559,0,Self Enquiry
200621,0,36,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,1,3,1,1,Manager,21201,0,Self Enquiry
200622,0,32,,3,,Salaried,Male,3,3,Deluxe,3,Married,3,0,2,0,0,Manager,,0,
200623,0,,Company Invited,1,11,Salaried,Male,3,4,Basic,3,Married,1,0,5,0,0,Executive,,0,Company Invited
200624,0,53,Self Enquiry,3,13,Small Business,Female,3,4,Standard,3,Divorced,1,1,2,0,0,Senior Manager,25934,1,Self Enquiry
200625,0,45,Self Enquiry,3,15,Small Business,Male,3,3,Standard,5,Married,5,1,2,1,0,Senior Manager,25761,1,Self Enquiry
200626,0,32,Self Enquiry,1,14,Small Business,Female,3,1,Deluxe,3,Divorced,6,0,3,1,2,Manager,20175,0,Self Enquiry
200627,0,52,Company Invited,1,31,Small Business,Female,2,4,Super Deluxe,3,Divorced,4,0,5,0,1,AVP,28826,1,Company Invited
200628,0,37,Self Enquiry,3,22,Small Business,Male,3,4,Deluxe,3,Married,5,0,5,1,2,Manager,21334,0,Self Enquiry
200629,0,28,Self Enquiry,2,14,Small Business,Male,3,,Basic,3,Married,2,0,2,0,1,Executive,19936,0,Self Enquiry
200630,0,22,Self Enquiry,1,,Salaried,Male,2,4,Deluxe,3,Divorced,7,0,2,1,0,Manager,19775,0,Self Enquiry
200631,0,44,Self Enquiry,1,14,Salaried,Male,3,1,Basic,3,Divorced,3,1,3,1,2,Executive,17818,0,Self Enquiry
200632,0,42,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,6,1,2,0,1,Executive,17515,0,Company Invited
200633,0,36,Self Enquiry,2,14,Salaried,Male,3,4,Basic,5,Divorced,1,0,2,1,2,Executive,17342,0,Self Enquiry
200634,0,,Self Enquiry,3,9,Salaried,Male,3,3,Deluxe,5,Divorced,2,1,4,1,0,Manager,,0,Self Enquiry
200635,0,35,Self Enquiry,1,15,Salaried,Female,3,4,Standard,3,Divorced,2,1,4,1,1,Senior Manager,25685,1,Self Enquiry
200636,1,35,Company Invited,1,31,Salaried,Female,3,3,Basic,4,Married,2,1,3,0,0,Executive,17022,1,Company Invited
200637,0,32,Company Invited,1,6,Salaried,Male,3,3,Basic,3,Married,1,0,5,0,0,Executive,17314,0,Company Invited
200638,0,25,Self Enquiry,3,,Small Business,Male,2,4,Deluxe,5,Divorced,2,0,3,1,1,Manager,,0,Self Enquiry
200639,0,,Self Enquiry,1,6,Large Business,Female,2,3,Basic,5,Divorced,3,0,4,1,0,Executive,18580,0,Self Enquiry
200640,0,24,Company Invited,1,10,Salaried,Male,2,4,Basic,3,Divorced,1,0,3,0,0,Executive,18162,0,Company Invited
200641,0,32,Company Invited,3,11,Salaried,Male,2,3,Deluxe,4,Divorced,2,0,3,1,1,Manager,21524,0,Company Invited
200642,0,38,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Divorced,1,0,4,0,0,Executive,17899,0,Self Enquiry
200643,0,42,Self Enquiry,1,9,Salaried,Female,3,1,Deluxe,3,Divorced,3,1,5,0,0,Manager,20231,0,Self Enquiry
200644,0,31,Self Enquiry,1,17,Salaried,Male,2,3,Basic,3,Divorced,4,1,3,1,1,Executive,17356,0,Self Enquiry
200645,1,29,Self Enquiry,3,6,Small Business,Female,2,4,Basic,3,Married,7,1,2,0,1,Executive,17800,1,Self Enquiry
200646,0,53,Self Enquiry,3,14,Small Business,Male,3,3,Super Deluxe,3,Divorced,6,0,3,0,2,AVP,26836,1,Self Enquiry
200647,0,35,Self Enquiry,1,31,Large Business,Male,3,4,Standard,4,Divorced,4,0,3,1,1,Senior Manager,25903,1,Self Enquiry
200648,0,37,Company Invited,3,27,Small Business,Female,2,3,Basic,3,Divorced,6,0,2,1,1,Executive,17973,0,Company Invited
200649,0,53,Self Enquiry,1,29,Salaried,Female,3,3,Super Deluxe,3,Single,7,0,5,1,1,AVP,29275,1,Self Enquiry
200650,0,43,Company Invited,1,6,Salaried,Female,2,3,Deluxe,3,Divorced,5,0,2,1,1,Manager,20562,0,Company Invited
200651,0,47,Self Enquiry,3,,Small Business,Female,2,3,Deluxe,3,Divorced,1,1,2,1,0,Manager,19537,0,Self Enquiry
200652,0,37,Company Invited,3,25,Small Business,Male,2,3,Standard,4,Unmarried,2,1,5,0,0,Senior Manager,22642,1,Company Invited
200653,0,50,Company Invited,1,8,Salaried,Male,3,3,Super Deluxe,5,Married,2,0,5,1,2,AVP,32924,1,Company Invited
200654,0,39,Self Enquiry,2,8,Salaried,Female,2,4,Deluxe,3,Divorced,1,0,3,0,0,Manager,20204,0,Self Enquiry
200655,0,33,Self Enquiry,2,9,Salaried,Male,2,3,Basic,4,Married,4,1,5,0,1,Executive,17277,0,Self Enquiry
200656,1,32,Self Enquiry,1,31,Salaried,Male,2,3,Basic,3,Single,2,1,5,1,0,Executive,17795,1,Self Enquiry
200657,0,29,Self Enquiry,1,13,Small Business,Female,3,4,Basic,3,Married,7,0,5,1,0,Executive,17532,0,Self Enquiry
200658,0,44,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Divorced,2,1,3,1,0,Executive,17559,0,Self Enquiry
200659,0,28,Self Enquiry,3,11,Small Business,Male,3,3,Deluxe,3,Single,2,0,3,1,0,Manager,19908,0,Self Enquiry
200660,1,58,Company Invited,1,8,Salaried,Male,2,4,Basic,3,Married,1,1,2,0,0,Executive,17380,1,Company Invited
200661,0,43,Self Enquiry,1,,Salaried,Female,2,3,Deluxe,4,Married,5,0,3,1,0,Manager,19765,0,Self Enquiry
200662,1,20,Self Enquiry,3,8,Small Business,Female,2,4,Basic,3,Single,2,0,4,0,1,Executive,17044,1,Self Enquiry
200663,1,21,Self Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,3,1,1,Executive,17693,1,Self Enquiry
200664,0,36,Self Enquiry,1,20,Salaried,Male,3,3,Deluxe,3,Divorced,1,1,5,1,2,Manager,21586,0,Self Enquiry
200665,0,47,Self Enquiry,3,8,Salaried,Female,3,4,Basic,3,Single,2,1,2,1,0,Executive,18294,0,Self Enquiry
200666,1,,Self Enquiry,1,9,Salaried,Female,2,3,Deluxe,3,Divorced,1,1,5,1,1,Manager,,1,Self Enquiry
200667,1,41,Self Enquiry,1,8,Salaried,Female,2,5,Basic,3,Married,5,1,3,0,0,Executive,17778,1,Self Enquiry
200668,0,28,Self Enquiry,1,15,Small Business,Female,3,3,Basic,3,Married,6,0,3,1,1,Executive,17377,0,Self Enquiry
200669,1,39,Self Enquiry,1,12,Small Business,Male,3,3,Basic,5,Divorced,1,1,2,1,1,Executive,17404,1,Self Enquiry
200670,0,27,Self Enquiry,1,10,Salaried,Female,3,3,Basic,3,Single,2,0,2,1,1,Executive,17318,0,Self Enquiry
200671,0,34,Self Enquiry,1,16,Salaried,Male,2,3,Basic,4,Married,2,0,2,1,0,Executive,17008,0,Self Enquiry
200672,0,42,Self Enquiry,3,20,Small Business,Female,3,4,Deluxe,3,Single,1,0,3,0,0,Manager,21244,0,Self Enquiry
200673,0,33,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Single,4,1,4,0,0,Executive,17799,0,Self Enquiry
200674,0,58,Self Enquiry,1,11,Large Business,Female,2,4,Standard,4,Married,3,1,5,1,1,Senior Manager,25552,1,Self Enquiry
200675,0,31,Self Enquiry,3,13,Salaried,Male,2,4,Basic,3,Divorced,4,0,4,1,1,Executive,17329,0,Self Enquiry
200676,0,,Self Enquiry,1,27,Salaried,Female,2,3,Deluxe,3,Divorced,2,1,3,0,1,Manager,,0,Self Enquiry
200677,0,49,Self Enquiry,1,14,Salaried,Female,2,3,Standard,4,Divorced,5,0,4,0,0,Senior Manager,22403,1,Self Enquiry
200678,0,48,Self Enquiry,1,26,Small Business,Male,2,3,Basic,3,Divorced,5,0,2,0,0,Executive,17259,0,Self Enquiry
200679,0,31,Company Invited,3,26,Small Business,Female,2,3,Deluxe,3,Divorced,2,0,2,1,0,Manager,21932,0,Company Invited
200680,0,36,Self Enquiry,1,,Salaried,Male,3,3,Basic,3,Single,3,0,3,0,2,Executive,19678,0,Self Enquiry
200681,0,38,Self Enquiry,1,6,Large Business,Female,3,3,Standard,5,Divorced,2,0,4,1,2,Senior Manager,28582,1,Self Enquiry
200682,0,32,Company Invited,1,6,Salaried,Female,3,4,Basic,4,Divorced,7,0,3,1,0,Executive,17332,0,Company Invited
200683,1,25,Self Enquiry,3,25,Small Business,Male,2,4,Basic,4,Divorced,2,1,2,0,0,Executive,17413,1,Self Enquiry
200684,0,40,Self Enquiry,3,16,Small Business,Male,3,4,Standard,4,Married,3,0,4,1,1,Senior Manager,24705,1,Self Enquiry
200685,0,26,Company Invited,3,,Small Business,Male,2,4,Deluxe,5,Single,2,0,3,1,1,Manager,,0,Company Invited
200686,0,41,Self Enquiry,1,,Small Business,Male,2,3,Basic,5,Single,3,1,4,1,0,Executive,19721,0,Self Enquiry
200687,0,36,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Single,5,0,5,1,0,Executive,17519,0,Self Enquiry
200688,1,19,Self Enquiry,3,27,Salaried,Male,2,4,Basic,4,Single,2,1,2,0,1,Executive,17121,1,Self Enquiry
200689,1,20,Self Enquiry,1,10,Large Business,Male,2,3,Basic,5,Single,2,0,3,1,1,Executive,17973,1,Self Enquiry
200690,0,31,Self Enquiry,1,18,Small Business,Female,2,3,Deluxe,3,Divorced,1,1,4,0,1,Manager,20855,0,Self Enquiry
200691,0,,Company Invited,1,15,Small Business,Male,2,3,Basic,4,Married,1,1,4,0,1,Executive,18617,0,Company Invited
200692,0,32,Self Enquiry,1,9,Small Business,Female,3,3,Deluxe,5,Divorced,2,0,2,1,1,Manager,21725,0,Self Enquiry
200693,1,36,Self Enquiry,3,9,Salaried,Male,2,4,Standard,3,Divorced,2,1,2,1,0,Senior Manager,25325,1,Self Enquiry
200694,0,33,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Unmarried,1,0,4,0,0,Manager,21949,0,Self Enquiry
200695,1,37,Self Enquiry,3,6,Salaried,Male,2,4,Standard,3,Divorced,6,0,2,1,1,Senior Manager,25609,1,Self Enquiry
200696,0,45,Company Invited,1,,Salaried,Male,2,3,Deluxe,4,Divorced,2,0,4,1,1,Manager,,0,Company Invited
200697,0,29,Company Invited,3,26,Large Business,Female,2,3,Basic,3,Divorced,2,0,3,0,1,Executive,17157,0,Company Invited
200698,0,35,Self Enquiry,3,,Small Business,Female,2,3,Deluxe,3,Divorced,2,0,4,1,0,Manager,19601,0,Self Enquiry
200699,0,52,Self Enquiry,1,6,Salaried,Male,3,3,Super Deluxe,3,Divorced,3,0,2,1,1,AVP,32099,1,Self Enquiry
200700,1,58,Self Enquiry,1,8,Large Business,Male,2,3,Basic,3,Single,5,0,2,1,1,Executive,17479,1,Self Enquiry
200701,0,53,Self Enquiry,3,8,Small Business,Male,2,3,Super Deluxe,3,Married,7,0,3,1,0,AVP,29852,1,Self Enquiry
200702,0,30,Self Enquiry,3,14,Salaried,Male,3,3,Standard,3,Married,6,0,3,1,0,Senior Manager,22264,1,Self Enquiry
200703,0,38,Company Invited,3,16,Large Business,Female,2,3,Deluxe,3,Single,2,1,3,0,1,Manager,20666,0,Company Invited
200704,0,35,Self Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,7,0,5,0,1,Senior Manager,22823,1,Self Enquiry
200705,0,39,Self Enquiry,3,8,Salaried,Male,2,1,Standard,3,Unmarried,1,0,2,1,1,Senior Manager,22880,1,Self Enquiry
200706,1,40,Company Invited,3,30,Salaried,Fe Male,3,1,Super Deluxe,4,Unmarried,5,1,3,1,2,AVP,28194,1,Company Invited
200707,0,47,Company Invited,1,22,Small Business,Male,3,1,Deluxe,3,Married,2,1,2,0,0,Manager,20067,0,Company Invited
200708,0,36,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,5,0,3,1,0,Manager,20079,0,Company Invited
200709,1,31,Company Invited,1,15,Small Business,Male,2,4,Basic,5,Single,1,1,3,1,0,Executive,17321,1,Company Invited
200710,0,33,Company Invited,3,23,Salaried,Male,2,3,Super Deluxe,3,Single,2,0,3,1,1,AVP,32444,1,Company Invited
200711,1,29,Self Enquiry,1,16,Salaried,Female,3,4,Basic,5,Single,7,1,5,1,1,Executive,17404,1,Self Enquiry
200712,0,,Self Enquiry,1,19,Salaried,Female,2,3,Basic,3,Single,4,0,3,1,0,Executive,18452,0,Self Enquiry
200713,0,45,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,4,0,5,0,1,Executive,17270,0,Self Enquiry
200714,0,50,Self Enquiry,1,6,Small Business,Male,3,3,Super Deluxe,3,Married,1,0,5,0,2,AVP,32399,1,Self Enquiry
200715,0,33,Company Invited,1,6,Salaried,Female,2,1,Deluxe,4,Divorced,2,1,3,0,1,Manager,20488,0,Company Invited
200716,0,41,Company Invited,1,15,Small Business,Male,3,3,King,3,Married,3,0,4,1,2,VP,34419,1,Company Invited
200717,0,27,Self Enquiry,1,22,Large Business,Female,2,3,Basic,4,Divorced,1,0,2,1,0,Executive,17811,0,Self Enquiry
200718,0,,Company Invited,1,29,Salaried,Male,2,3,Deluxe,5,Divorced,2,1,2,1,0,Manager,18633,0,Company Invited
200719,0,,Self Enquiry,3,10,Salaried,Female,2,3,Deluxe,3,Single,2,1,3,1,1,Manager,,0,Self Enquiry
200720,1,30,Self Enquiry,1,28,Salaried,Female,2,3,Basic,3,Divorced,5,1,2,0,1,Executive,17132,1,Self Enquiry
200721,0,50,Self Enquiry,1,30,Salaried,Male,3,3,Super Deluxe,3,Divorced,4,1,4,0,0,AVP,28973,1,Self Enquiry
200722,0,38,Company Invited,1,16,Small Business,Male,3,3,Basic,3,Divorced,1,0,5,0,2,Executive,17684,0,Company Invited
200723,0,46,Self Enquiry,1,13,Small Business,Male,3,3,Standard,3,Married,7,0,2,0,2,Senior Manager,25845,1,Self Enquiry
200724,0,24,,1,,Small Business,Female,2,4,Deluxe,3,Married,2,0,3,1,1,Manager,,0,
200725,1,,Self Enquiry,1,20,Salaried,Male,2,4,Basic,4,Married,2,1,5,1,1,Executive,,1,Self Enquiry
200726,0,,Company Invited,1,6,Salaried,Female,3,3,Deluxe,5,Divorced,2,0,5,1,2,Manager,,0,Company Invited
200727,0,18,Company Invited,1,11,Salaried,Male,3,3,Basic,3,Single,2,0,2,1,1,Executive,16051,0,Company Invited
200728,0,54,Self Enquiry,1,23,Large Business,Female,2,3,Standard,3,Divorced,1,0,5,1,0,Senior Manager,25739,1,Self Enquiry
200729,0,35,Self Enquiry,1,31,Small Business,Female,2,3,Standard,3,Married,2,1,3,1,1,Senior Manager,25388,1,Self Enquiry
200730,0,30,Self Enquiry,1,14,Salaried,Female,3,1,Standard,5,Divorced,1,1,2,0,2,Senior Manager,26416,1,Self Enquiry
200731,1,20,Self Enquiry,1,17,Small Business,Female,3,4,Basic,5,Single,2,1,3,0,1,Executive,17600,1,Self Enquiry
200732,1,30,Company Invited,1,11,Small Business,Female,2,3,Basic,4,Single,1,0,3,0,0,Executive,17422,1,Company Invited
200733,0,26,Self Enquiry,1,8,Small Business,Male,2,1,Deluxe,3,Divorced,2,0,3,1,1,Manager,20472,0,Self Enquiry
200734,0,22,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Divorced,2,0,2,1,0,Executive,17451,0,Self Enquiry
200735,0,48,Self Enquiry,1,,Salaried,Male,3,4,Deluxe,3,Single,3,0,2,0,0,Manager,,0,Self Enquiry
200736,0,48,Self Enquiry,1,10,Salaried,Male,3,4,Standard,3,Unmarried,1,0,5,1,1,Senior Manager,25999,1,Self Enquiry
200737,0,41,Self Enquiry,1,13,Small Business,Female,2,,Deluxe,3,Single,7,0,3,1,0,Manager,20003,0,Self Enquiry
200738,0,39,Self Enquiry,1,6,Salaried,Female,3,4,Super Deluxe,3,Divorced,2,0,3,0,1,AVP,27742,1,Self Enquiry
200739,0,27,Self Enquiry,1,8,Salaried,Female,2,3,Deluxe,3,Divorced,1,0,5,0,1,Manager,,0,Self Enquiry
200740,0,,Self Enquiry,1,16,Salaried,Male,2,3,Basic,3,Married,2,0,5,1,0,Executive,,0,Self Enquiry
200741,0,42,Self Enquiry,3,11,Small Business,Male,2,3,King,3,Divorced,7,0,4,0,1,VP,33303,1,Self Enquiry
200742,0,50,Self Enquiry,1,15,Salaried,Male,3,3,Basic,3,Divorced,5,0,5,1,0,Executive,17380,0,Self Enquiry
200743,0,59,Self Enquiry,1,8,Salaried,Female,3,4,Super Deluxe,3,Single,4,1,5,0,2,AVP,28726,1,Self Enquiry
200744,1,37,Self Enquiry,1,,Small Business,Female,3,5,Deluxe,4,Divorced,6,0,4,1,0,Manager,19777,1,Self Enquiry
200745,0,55,Company Invited,1,24,Small Business,Male,3,3,Deluxe,4,Divorced,4,1,5,1,2,Manager,21385,0,Company Invited
200746,0,41,Company Invited,1,13,Salaried,Female,2,5,King,3,Married,2,0,4,1,,VP,34973,1,Company Invited
